victim_race,victim_age,victim_sex,city,disposition,year,month,arrest_was_not_made
Hispanic,32,Male,Los Angeles,Closed by arrest,2013,12,0
Hispanic,36,Male,Los Angeles,Open/No arrest,2013,1,1
Hispanic,22,Male,Los Angeles,Closed by arrest,2013,12,0
Hispanic,32,Male,Los Angeles,Open/No arrest,2013,4,1
Hispanic,31,Male,Los Angeles,Open/No arrest,2013,6,1
Black,33,Male,Los Angeles,Open/No arrest,2013,5,1
Black,32,Male,Los Angeles,Open/No arrest,2013,12,1
Hispanic,17,Male,Los Angeles,Open/No arrest,2013,2,1
Hispanic,18,Male,Los Angeles,Closed by arrest,2013,4,0
White,80,Male,Los Angeles,Open/No arrest,2013,9,1
Asian,73,Male,Los Angeles,Open/No arrest,2013,12,1
Black,42,Male,Los Angeles,Closed by arrest,2013,11,0
Asian,33,Male,Los Angeles,Open/No arrest,2013,1,1
Hispanic,16,Male,Los Angeles,Open/No arrest,2013,2,1
Hispanic,21,Male,Los Angeles,Open/No arrest,2013,5,1
Hispanic,32,Male,Los Angeles,Open/No arrest,2013,7,1
Hispanic,18,Male,Los Angeles,Open/No arrest,2013,7,1
Black,19,Male,Los Angeles,Closed by arrest,2013,11,0
White,79,Male,Los Angeles,Open/No arrest,2013,11,1
Hispanic,38,Male,Los Angeles,Closed by arrest,2013,12,0
Black,55,Male,Los Angeles,Closed by arrest,2013,7,0
Black,70,Female,Los Angeles,Closed by arrest,2013,1,0
Black,45,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,20,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,23,Male,Los Angeles,Closed by arrest,2013,3,0
Black,30,Male,Los Angeles,Open/No arrest,2013,3,1
Black,47,Male,Los Angeles,Open/No arrest,2013,4,1
Hispanic,54,Male,Los Angeles,Closed by arrest,2013,4,0
Black,21,Male,Los Angeles,Open/No arrest,2013,5,1
Black,22,Male,Los Angeles,Closed by arrest,2013,5,0
Black,38,Male,Los Angeles,Closed by arrest,2013,5,0
Black,36,Male,Los Angeles,Open/No arrest,2013,6,1
Black,23,Male,Los Angeles,Closed by arrest,2013,6,0
Black,21,Male,Los Angeles,Closed by arrest,2013,6,0
Black,51,Male,Los Angeles,Open/No arrest,2013,6,1
Hispanic,30,Male,Los Angeles,Closed by arrest,2013,6,0
Black,27,Male,Los Angeles,Open/No arrest,2013,6,1
Black,42,Male,Los Angeles,Open/No arrest,2013,6,1
Black,22,Female,Los Angeles,Closed by arrest,2013,6,0
Black,41,Male,Los Angeles,Closed by arrest,2013,7,0
Black,26,Male,Los Angeles,Open/No arrest,2013,7,1
Black,40,Male,Los Angeles,Open/No arrest,2013,7,1
Black,58,Male,Los Angeles,Closed by arrest,2013,7,0
Black,36,Male,Los Angeles,Open/No arrest,2013,7,1
Black,54,Male,Los Angeles,Closed by arrest,2013,7,0
Hispanic,18,Male,Los Angeles,Closed by arrest,2013,7,0
Black,64,Male,Los Angeles,Open/No arrest,2013,8,1
Black,16,Male,Los Angeles,Closed by arrest,2013,8,0
Black,18,Male,Los Angeles,Closed by arrest,2013,8,0
Hispanic,24,Male,Los Angeles,Closed by arrest,2013,9,0
Black,40,Male,Los Angeles,Closed by arrest,2013,9,0
Black,59,Male,Los Angeles,Closed by arrest,2013,9,0
Hispanic,39,Female,Los Angeles,Closed by arrest,2013,9,0
Hispanic,27,Male,Los Angeles,Open/No arrest,2013,10,1
Hispanic,41,Male,Los Angeles,Closed by arrest,2013,10,0
Black,14,Male,Los Angeles,Open/No arrest,2013,11,1
Black,35,Female,Los Angeles,Closed by arrest,2013,12,0
Hispanic,24,Male,Los Angeles,Closed by arrest,2013,2,0
Black,32,Male,Los Angeles,Closed by arrest,2013,3,0
Hispanic,45,Male,Los Angeles,Closed by arrest,2013,8,0
Hispanic,43,Male,Los Angeles,Open/No arrest,2013,2,1
White,25,Male,Los Angeles,Closed by arrest,2013,3,0
Black,20,Male,Los Angeles,Closed by arrest,2013,4,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2013,4,1
Hispanic,20,Male,Los Angeles,Closed by arrest,2013,4,0
Hispanic,39,Male,Los Angeles,Closed by arrest,2013,6,0
Hispanic,34,Male,Los Angeles,Closed by arrest,2013,7,0
Hispanic,40,Male,Los Angeles,Closed by arrest,2013,7,0
Hispanic,26,Male,Los Angeles,Open/No arrest,2013,7,1
Black,56,Male,Los Angeles,Open/No arrest,2013,10,1
White,54,Male,Los Angeles,Closed by arrest,2013,1,0
Black,21,Male,Los Angeles,Closed by arrest,2013,6,0
White,32,Female,Los Angeles,Closed by arrest,2013,8,0
Hispanic,25,Male,Los Angeles,Open/No arrest,2013,8,1
Hispanic,39,Male,Los Angeles,Open/No arrest,2013,11,1
Hispanic,24,Male,Los Angeles,Closed by arrest,2013,11,0
Hispanic,28,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,19,Female,Los Angeles,Closed by arrest,2013,9,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2013,10,1
Hispanic,27,Male,Los Angeles,Open/No arrest,2013,1,1
Hispanic,30,Female,Los Angeles,Open/No arrest,2013,2,1
White,43,Female,Los Angeles,Open/No arrest,2013,3,1
Hispanic,17,Male,Los Angeles,Open/No arrest,2013,3,1
White,86,Male,Los Angeles,Open/No arrest,2013,6,1
White,33,Male,Los Angeles,Closed by arrest,2013,4,0
Hispanic,32,Male,Los Angeles,Open/No arrest,2013,6,1
Hispanic,23,Male,Los Angeles,Open/No arrest,2013,7,1
Hispanic,35,Male,Los Angeles,Closed by arrest,2013,9,0
Hispanic,45,Male,Los Angeles,Open/No arrest,2013,1,1
Hispanic,23,Male,Los Angeles,Closed by arrest,2013,1,0
Hispanic,20,Male,Los Angeles,Open/No arrest,2013,6,1
White,52,Female,Los Angeles,Closed by arrest,2013,6,0
Black,25,Male,Los Angeles,Open/No arrest,2013,2,1
Black,24,Male,Los Angeles,Open/No arrest,2013,3,1
Hispanic,44,Female,Los Angeles,Open/No arrest,2013,7,1
Black,21,Male,Los Angeles,Open/No arrest,2013,9,1
Black,43,Male,Los Angeles,Open/No arrest,2013,10,1
Hispanic,18,Male,Los Angeles,Open/No arrest,2013,1,1
Black,18,Male,Los Angeles,Open/No arrest,2013,1,1
Black,44,Male,Los Angeles,Closed by arrest,2013,1,0
White,23,Male,Los Angeles,Open/No arrest,2013,2,1
Black,30,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,19,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,18,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,21,Male,Los Angeles,Closed by arrest,2013,2,0
Hispanic,26,Male,Los Angeles,Open/No arrest,2013,3,1
White,27,Female,Los Angeles,Open/No arrest,2013,3,1
Black,37,Male,Los Angeles,Open/No arrest,2013,3,1
Black,36,Male,Los Angeles,Open/No arrest,2013,3,1
Black,57,Male,Los Angeles,Open/No arrest,2013,4,1
Black,26,Male,Los Angeles,Closed by arrest,2013,4,0
Black,20,Male,Los Angeles,Open/No arrest,2013,4,1
Hispanic,19,Male,Los Angeles,Open/No arrest,2013,6,1
Black,36,Male,Los Angeles,Open/No arrest,2013,6,1
Black,42,Male,Los Angeles,Closed by arrest,2013,6,0
Hispanic,20,Male,Los Angeles,Closed by arrest,2013,7,0
Black,36,Male,Los Angeles,Open/No arrest,2013,7,1
Black,26,Female,Los Angeles,Open/No arrest,2013,7,1
Black,30,Male,Los Angeles,Open/No arrest,2013,7,1
Hispanic,23,Male,Los Angeles,Closed by arrest,2013,7,0
Black,43,Male,Los Angeles,Closed by arrest,2013,8,0
Black,23,Male,Los Angeles,Closed by arrest,2013,8,0
Black,34,Male,Los Angeles,Open/No arrest,2013,8,1
Black,22,Male,Los Angeles,Closed by arrest,2013,8,0
Black,18,Male,Los Angeles,Closed by arrest,2013,8,0
Black,24,Male,Los Angeles,Closed by arrest,2013,9,0
Black,36,Male,Los Angeles,Open/No arrest,2013,9,1
Black,44,Male,Los Angeles,Closed by arrest,2013,9,0
Black,49,Male,Los Angeles,Open/No arrest,2013,10,1
Black,36,Male,Los Angeles,Closed by arrest,2013,10,0
Black,53,Female,Los Angeles,Open/No arrest,2013,10,1
Black,39,Male,Los Angeles,Open/No arrest,2013,11,1
Black,47,Male,Los Angeles,Open/No arrest,2013,11,1
Black,21,Male,Los Angeles,Closed by arrest,2013,11,0
Hispanic,27,Male,Los Angeles,Open/No arrest,2013,12,1
Black,16,Male,Los Angeles,Closed by arrest,2013,12,0
Hispanic,24,Female,Los Angeles,Closed by arrest,2013,12,0
Hispanic,54,Male,Los Angeles,Closed by arrest,2013,12,0
Hispanic,20,Male,Los Angeles,Closed by arrest,2013,6,0
Hispanic,34,Male,Los Angeles,Open/No arrest,2013,7,1
Hispanic,22,Male,Los Angeles,Open/No arrest,2013,7,1
Hispanic,49,Male,Los Angeles,Open/No arrest,2013,11,1
Hispanic,62,Female,Los Angeles,Closed by arrest,2013,2,0
Hispanic,35,Male,Los Angeles,Open/No arrest,2013,3,1
Hispanic,25,Male,Los Angeles,Closed by arrest,2013,3,0
Hispanic,17,Male,Los Angeles,Open/No arrest,2013,3,1
Hispanic,51,Male,Los Angeles,Open/No arrest,2013,4,1
Hispanic,21,Male,Los Angeles,Open/No arrest,2013,7,1
Hispanic,22,Female,Los Angeles,Closed by arrest,2013,9,0
White,59,Female,Los Angeles,Closed by arrest,2013,12,0
Black,62,Male,Los Angeles,Closed by arrest,2013,3,0
Hispanic,50,Male,Los Angeles,Open/No arrest,2013,4,1
Black,31,Male,Los Angeles,Closed by arrest,2013,4,0
White,49,Male,Los Angeles,Closed by arrest,2013,11,0
White,61,Female,Los Angeles,Closed by arrest,2013,2,0
White,53,Male,Los Angeles,Open/No arrest,2013,8,1
White,43,Female,Los Angeles,Closed by arrest,2013,6,0
Hispanic,27,Female,Los Angeles,Closed by arrest,2014,1,0
Black,30,Female,Los Angeles,Closed by arrest,2014,1,0
White,58,Female,Los Angeles,Closed by arrest,2014,5,0
Black,59,Male,Los Angeles,Open/No arrest,2014,5,1
Black,59,Male,Los Angeles,Open/No arrest,2014,7,1
Black,46,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,31,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,38,Male,Los Angeles,Open/No arrest,2014,9,1
Hispanic,19,Male,Los Angeles,Closed by arrest,2014,3,0
Hispanic,32,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,55,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,20,Male,Los Angeles,Closed by arrest,2014,5,0
Hispanic,35,Male,Los Angeles,Closed by arrest,2014,6,0
Hispanic,20,Male,Los Angeles,Open/No arrest,2014,8,1
Hispanic,18,Male,Los Angeles,Open/No arrest,2014,9,1
Black,47,Male,Los Angeles,Closed by arrest,2014,10,0
Hispanic,21,Male,Los Angeles,Open/No arrest,2014,10,1
Hispanic,28,Male,Los Angeles,Open/No arrest,2014,10,1
Hispanic,39,Female,Los Angeles,Open/No arrest,2014,12,1
Other,24,Male,Los Angeles,Closed by arrest,2014,7,0
Black,26,Male,Los Angeles,Open/No arrest,2014,1,1
Black,37,Male,Los Angeles,Open/No arrest,2014,2,1
Hispanic,44,Female,Los Angeles,Open/No arrest,2014,3,1
Black,29,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,22,Male,Los Angeles,Closed by arrest,2014,4,0
Black,54,Male,Los Angeles,Closed by arrest,2014,5,0
Black,24,Male,Los Angeles,Open/No arrest,2014,5,1
White,44,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,50,Male,Los Angeles,Open/No arrest,2014,6,1
Hispanic,44,Male,Los Angeles,Closed by arrest,2014,7,0
Black,20,Male,Los Angeles,Open/No arrest,2014,9,1
Black,25,Female,Los Angeles,Open/No arrest,2014,9,1
Black,48,Male,Los Angeles,Open/No arrest,2014,9,1
Black,17,Male,Los Angeles,Open/No arrest,2014,9,1
Black,54,Male,Los Angeles,Open/No arrest,2014,9,1
White,32,Male,Los Angeles,Closed by arrest,2014,10,0
Hispanic,25,Female,Los Angeles,Closed by arrest,2014,10,0
Black,24,Male,Los Angeles,Closed by arrest,2014,10,0
Black,22,Male,Los Angeles,Open/No arrest,2014,11,1
Black,19,Male,Los Angeles,Open/No arrest,2014,11,1
Black,43,Male,Los Angeles,Closed by arrest,2014,12,0
Black,56,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,62,Female,Los Angeles,Closed by arrest,2014,12,0
Hispanic,41,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,21,Male,Los Angeles,Closed by arrest,2014,2,0
Hispanic,25,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,25,Male,Los Angeles,Closed by arrest,2014,5,0
Hispanic,25,Male,Los Angeles,Open/No arrest,2014,1,1
Hispanic,18,Male,Los Angeles,Open/No arrest,2014,3,1
Hispanic,26,Male,Los Angeles,Closed by arrest,2014,3,0
Hispanic,23,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,52,Male,Los Angeles,Closed by arrest,2014,4,0
Hispanic,27,Male,Los Angeles,Open/No arrest,2014,5,1
Hispanic,48,Male,Los Angeles,Closed by arrest,2014,6,0
Hispanic,34,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,40,Male,Los Angeles,Open/No arrest,2014,8,1
Hispanic,21,Male,Los Angeles,Open/No arrest,2014,9,1
Hispanic,43,Male,Los Angeles,Closed by arrest,2014,9,0
Hispanic,19,Male,Los Angeles,Closed by arrest,2014,11,0
Hispanic,31,Male,Los Angeles,Open/No arrest,2014,12,1
Other,21,Male,Los Angeles,Closed by arrest,2014,3,0
Hispanic,29,Male,Los Angeles,Open/No arrest,2014,1,1
White,34,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2014,8,1
White,83,Male,Los Angeles,Closed by arrest,2014,2,0
Black,38,Male,Los Angeles,Open/No arrest,2014,3,1
Black,28,Male,Los Angeles,Open/No arrest,2014,5,1
Hispanic,57,Male,Los Angeles,Closed by arrest,2014,6,0
Hispanic,37,Male,Los Angeles,Open/No arrest,2014,8,1
Hispanic,54,Male,Los Angeles,Open/No arrest,2014,9,1
Hispanic,52,Male,Los Angeles,Closed by arrest,2014,10,0
Hispanic,41,Male,Los Angeles,Closed by arrest,2014,11,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2014,3,1
Hispanic,32,Male,Los Angeles,Open/No arrest,2014,4,1
Black,22,Male,Los Angeles,Closed by arrest,2014,5,0
White,65,Female,Los Angeles,Open/No arrest,2014,5,1
Black,22,Male,Los Angeles,Open/No arrest,2014,10,1
Black,30,Female,Los Angeles,Open/No arrest,2014,12,1
White,86,Female,Los Angeles,Open/No arrest,2014,12,1
White,28,Male,Los Angeles,Closed by arrest,2014,4,0
Hispanic,20,Male,Los Angeles,Open/No arrest,2014,12,1
Hispanic,21,Male,Los Angeles,Open/No arrest,2014,4,1
Black,33,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,22,Male,Los Angeles,Closed by arrest,2014,1,0
White,28,Male,Los Angeles,Closed by arrest,2014,2,0
Hispanic,48,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,54,Male,Los Angeles,Closed by arrest,2014,9,0
Black,34,Male,Los Angeles,Open/No arrest,2014,11,1
Hispanic,18,Male,Los Angeles,Open/No arrest,2014,5,1
Hispanic,66,Female,Los Angeles,Closed by arrest,2014,5,0
Hispanic,21,Male,Los Angeles,Closed by arrest,2014,8,0
White,53,Female,Los Angeles,Closed by arrest,2014,9,0
White,62,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,23,Male,Los Angeles,Open/No arrest,2014,5,1
Hispanic,45,Male,Los Angeles,Open/No arrest,2014,3,1
Hispanic,19,Male,Los Angeles,Closed by arrest,2014,6,0
Black,33,Male,Los Angeles,Closed by arrest,2014,6,0
Hispanic,22,Male,Los Angeles,Open/No arrest,2014,8,1
Hispanic,26,Male,Los Angeles,Closed by arrest,2014,11,0
Black,47,Male,Los Angeles,Open/No arrest,2014,8,1
Black,28,Male,Los Angeles,Open/No arrest,2014,10,1
Black,35,Male,Los Angeles,Closed by arrest,2014,12,0
Black,49,Male,Los Angeles,Closed by arrest,2014,12,0
Black,42,Male,Los Angeles,Closed by arrest,2014,1,0
Black,34,Male,Los Angeles,Open/No arrest,2014,2,1
Black,21,Male,Los Angeles,Closed by arrest,2014,2,0
Black,24,Male,Los Angeles,Open/No arrest,2014,3,1
Black,37,Male,Los Angeles,Closed by arrest,2014,3,0
Black,42,Male,Los Angeles,Open/No arrest,2014,3,1
Black,43,Male,Los Angeles,Open/No arrest,2014,3,1
Black,27,Male,Los Angeles,Open/No arrest,2014,4,1
Black,42,Male,Los Angeles,Closed by arrest,2014,4,0
Black,42,Female,Los Angeles,Closed by arrest,2014,4,0
Hispanic,36,Male,Los Angeles,Closed by arrest,2014,4,0
Black,40,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,29,Male,Los Angeles,Closed by arrest,2014,4,0
Black,32,Male,Los Angeles,Closed by arrest,2014,4,0
Hispanic,19,Female,Los Angeles,Closed by arrest,2014,5,0
Black,54,Male,Los Angeles,Open/No arrest,2014,5,1
Other,40,Female,Los Angeles,Closed by arrest,2014,5,0
Black,48,Male,Los Angeles,Open/No arrest,2014,5,1
Black,30,Male,Los Angeles,Closed by arrest,2014,6,0
Black,48,Male,Los Angeles,Open/No arrest,2014,6,1
Hispanic,34,Male,Los Angeles,Closed by arrest,2014,6,0
Black,28,Male,Los Angeles,Open/No arrest,2014,6,1
Black,21,Female,Los Angeles,Open/No arrest,2014,6,1
Hispanic,57,Male,Los Angeles,Closed by arrest,2014,6,0
Black,10,Female,Los Angeles,Open/No arrest,2014,9,1
Black,33,Male,Los Angeles,Closed by arrest,2014,7,0
Black,16,Male,Los Angeles,Open/No arrest,2014,7,1
Black,25,Male,Los Angeles,Open/No arrest,2014,7,1
Black,27,Male,Los Angeles,Open/No arrest,2014,7,1
Black,32,Male,Los Angeles,Open/No arrest,2014,7,1
Black,33,Male,Los Angeles,Open/No arrest,2014,7,1
Other,24,Male,Los Angeles,Closed by arrest,2014,8,0
Black,17,Male,Los Angeles,Open/No arrest,2014,8,1
Black,30,Male,Los Angeles,Open/No arrest,2014,8,1
Black,30,Male,Los Angeles,Closed by arrest,2014,9,0
Black,26,Male,Los Angeles,Closed by arrest,2014,9,0
Hispanic,17,Female,Los Angeles,Closed by arrest,2014,9,0
Black,29,Male,Los Angeles,Closed by arrest,2014,10,0
Black,25,Female,Los Angeles,Open/No arrest,2014,10,1
Black,28,Male,Los Angeles,Open/No arrest,2014,10,1
Black,42,Male,Los Angeles,Closed by arrest,2014,11,0
Black,50,Male,Los Angeles,Open/No arrest,2014,11,1
Black,36,Male,Los Angeles,Open/No arrest,2014,11,1
Black,21,Male,Los Angeles,Closed by arrest,2014,12,0
Black,24,Male,Los Angeles,Open/No arrest,2014,12,1
Black,20,Male,Los Angeles,Open/No arrest,2014,12,1
Black,17,Male,Los Angeles,Closed by arrest,2014,8,0
Other,28,Male,Los Angeles,Open/No arrest,2014,12,1
Black,22,Male,Los Angeles,Closed by arrest,2014,2,0
Hispanic,32,Male,Los Angeles,Closed by arrest,2014,3,0
Hispanic,28,Female,Los Angeles,Closed by arrest,2014,3,0
Hispanic,19,Male,Los Angeles,Closed by arrest,2014,4,0
Hispanic,27,Male,Los Angeles,Closed by arrest,2014,5,0
White,36,Female,Los Angeles,Closed by arrest,2014,3,0
Hispanic,34,Male,Los Angeles,Open/No arrest,2014,7,1
Black,27,Male,Los Angeles,Closed by arrest,2014,8,0
Black,24,Female,Los Angeles,Closed by arrest,2014,11,0
Black,32,Male,Los Angeles,Closed by arrest,2014,11,0
Black,19,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,24,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,35,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,16,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,39,Female,Los Angeles,Closed by arrest,2014,3,0
Hispanic,38,Male,Los Angeles,Open/No arrest,2014,5,1
Hispanic,26,Male,Los Angeles,Open/No arrest,2014,3,1
Hispanic,52,Male,Los Angeles,Open/No arrest,2014,4,1
Hispanic,41,Female,Los Angeles,Open/No arrest,2014,4,1
Hispanic,40,Male,Los Angeles,Closed by arrest,2014,10,0
White,53,Male,Los Angeles,Open/No arrest,2014,11,1
Hispanic,25,Male,Los Angeles,Open/No arrest,2014,3,1
Black,56,Male,Los Angeles,Closed by arrest,2014,4,0
Hispanic,33,Male,Los Angeles,Open/No arrest,2014,6,1
White,50,Male,Los Angeles,Closed by arrest,2014,1,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2014,1,1
Hispanic,18,Male,Los Angeles,Closed by arrest,2014,2,0
Asian,60,Male,Los Angeles,Closed by arrest,2014,3,0
Hispanic,21,Male,Los Angeles,Open/No arrest,2014,3,1
Hispanic,29,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,39,Male,Los Angeles,Closed by arrest,2014,8,0
Hispanic,48,Male,Los Angeles,Closed by arrest,2014,8,0
Hispanic,59,Female,Los Angeles,Closed by arrest,2014,8,0
Hispanic,35,Male,Los Angeles,Closed by arrest,2014,10,0
Hispanic,20,Male,Los Angeles,Closed by arrest,2014,12,0
Other,23,Male,Los Angeles,Closed by arrest,2014,10,0
Hispanic,41,Male,Los Angeles,Closed by arrest,2014,11,0
Black,46,Male,Los Angeles,Open/No arrest,2014,1,1
Black,19,Male,Los Angeles,Closed by arrest,2014,1,0
Hispanic,57,Male,Los Angeles,Open/No arrest,2014,1,1
Hispanic,40,Male,Los Angeles,Closed by arrest,2014,8,0
Black,62,Male,Los Angeles,Closed by arrest,2014,2,0
Black,50,Male,Los Angeles,Closed by arrest,2014,2,0
Black,37,Male,Los Angeles,Open/No arrest,2014,2,1
Black,20,Female,Los Angeles,Closed by arrest,2014,3,0
Black,27,Male,Los Angeles,Closed by arrest,2014,3,0
Black,24,Male,Los Angeles,Open/No arrest,2014,3,1
Hispanic,20,Male,Los Angeles,Closed by arrest,2014,4,0
Black,48,Male,Los Angeles,Closed by arrest,2014,7,0
Black,43,Male,Los Angeles,Open/No arrest,2014,4,1
Black,26,Male,Los Angeles,Open/No arrest,2014,5,1
Black,38,Male,Los Angeles,Open/No arrest,2014,5,1
White,35,Female,Los Angeles,Closed by arrest,2014,5,0
Black,18,Male,Los Angeles,Open/No arrest,2014,5,1
Hispanic,28,Male,Los Angeles,Open/No arrest,2014,5,1
Other,30,Male,Los Angeles,Open/No arrest,2014,5,1
Black,29,Male,Los Angeles,Open/No arrest,2014,6,1
Other,48,Male,Los Angeles,Closed by arrest,2014,6,0
Black,18,Female,Los Angeles,Open/No arrest,2014,6,1
Black,20,Male,Los Angeles,Open/No arrest,2014,6,1
Black,33,Male,Los Angeles,Open/No arrest,2014,6,1
Black,52,Male,Los Angeles,Open/No arrest,2014,7,1
Hispanic,32,Male,Los Angeles,Open/No arrest,2014,7,1
Hispanic,33,Male,Los Angeles,Closed by arrest,2014,9,0
Black,36,Male,Los Angeles,Closed by arrest,2014,9,0
Hispanic,29,Male,Los Angeles,Open/No arrest,2014,9,1
Hispanic,70,Male,Los Angeles,Closed by arrest,2014,10,0
Black,26,Male,Los Angeles,Closed by arrest,2014,10,0
Black,29,Female,Los Angeles,Closed by arrest,2014,10,0
Black,26,Male,Los Angeles,Closed by arrest,2014,11,0
Black,19,Male,Los Angeles,Closed by arrest,2014,11,0
Black,28,Male,Los Angeles,Open/No arrest,2014,11,1
Black,26,Male,Los Angeles,Open/No arrest,2014,12,1
Black,35,Male,Los Angeles,Open/No arrest,2014,12,1
Hispanic,28,Male,Los Angeles,Closed by arrest,2014,12,0
Black,26,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,26,Male,Los Angeles,Closed by arrest,2014,5,0
Hispanic,41,Female,Los Angeles,Open/No arrest,2014,8,1
Hispanic,22,Male,Los Angeles,Closed by arrest,2014,10,0
Hispanic,21,Male,Los Angeles,Closed by arrest,2014,11,0
Hispanic,31,Male,Los Angeles,Closed by arrest,2014,2,0
Hispanic,37,Male,Los Angeles,Open/No arrest,2014,2,1
Hispanic,35,Male,Los Angeles,Closed by arrest,2014,3,0
Hispanic,58,Female,Los Angeles,Closed by arrest,2014,3,0
White,32,Female,Los Angeles,Open/No arrest,2014,5,1
Black,19,Male,Los Angeles,Closed by arrest,2014,7,0
Black,27,Male,Los Angeles,Closed by arrest,2014,7,0
Hispanic,45,Female,Los Angeles,Closed by arrest,2014,8,0
Hispanic,29,Male,Los Angeles,Closed by arrest,2014,8,0
Hispanic,37,Male,Los Angeles,Closed by arrest,2014,12,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2014,1,1
Hispanic,24,Male,Los Angeles,Open/No arrest,2014,1,1
Black,49,Male,Los Angeles,Closed by arrest,2014,2,0
White,29,Male,Los Angeles,Closed by arrest,2014,5,0
Hispanic,23,Male,Los Angeles,Closed by arrest,2014,9,0
Hispanic,28,Male,Los Angeles,Closed by arrest,2014,9,0
Black,32,Male,Los Angeles,Closed by arrest,2014,11,0
Black,43,Male,Los Angeles,Open/No arrest,2014,12,1
Other,30,Female,Los Angeles,Open/No arrest,2014,1,1
White,43,Male,Los Angeles,Closed by arrest,2014,10,0
Black,34,Male,Los Angeles,Closed by arrest,2015,1,0
Other,48,Female,Los Angeles,Closed by arrest,2015,2,0
Black,48,Male,Los Angeles,Closed by arrest,2015,2,0
White,38,Male,Los Angeles,Closed by arrest,2015,4,0
White,58,Male,Los Angeles,Open/No arrest,2015,5,1
Black,60,Female,Los Angeles,Closed by arrest,2015,6,0
Hispanic,55,Male,Los Angeles,Open/No arrest,2015,7,1
Black,60,Male,Los Angeles,Closed by arrest,2015,8,0
Hispanic,42,Male,Los Angeles,Closed by arrest,2015,11,0
Hispanic,64,Male,Los Angeles,Closed by arrest,2015,12,0
Black,22,Male,Los Angeles,Open/No arrest,2015,12,1
Hispanic,28,Male,Los Angeles,Closed by arrest,2015,1,0
Hispanic,35,Male,Los Angeles,Open/No arrest,2015,2,1
Hispanic,17,Male,Los Angeles,Open/No arrest,2015,5,1
Black,71,Male,Los Angeles,Open/No arrest,2015,8,1
Hispanic,23,Male,Los Angeles,Closed by arrest,2015,1,0
Hispanic,28,Male,Los Angeles,Closed by arrest,2015,4,0
Hispanic,45,Female,Los Angeles,Open/No arrest,2015,5,1
Hispanic,23,Male,Los Angeles,Open/No arrest,2015,6,1
Hispanic,27,Male,Los Angeles,Closed by arrest,2015,10,0
Hispanic,15,Male,Los Angeles,Closed by arrest,2015,11,0
Black,66,Male,Los Angeles,Open/No arrest,2015,12,1
Black,52,Male,Los Angeles,Open/No arrest,2015,4,1
Black,38,Male,Los Angeles,Open/No arrest,2015,4,1
Black,56,Male,Los Angeles,Open/No arrest,2015,4,1
Black,42,Male,Los Angeles,Open/No arrest,2015,4,1
Black,38,Male,Los Angeles,Open/No arrest,2015,6,1
Black,17,Male,Los Angeles,Open/No arrest,2015,6,1
Black,26,Male,Los Angeles,Closed by arrest,2015,6,0
Black,28,Male,Los Angeles,Open/No arrest,2015,7,1
Black,25,Male,Los Angeles,Closed by arrest,2015,7,0
Black,28,Female,Los Angeles,Open/No arrest,2015,8,1
Other,57,Male,Los Angeles,Closed by arrest,2015,8,0
Black,60,Male,Los Angeles,Closed by arrest,2015,9,0
Hispanic,30,Male,Los Angeles,Closed by arrest,2015,9,0
Black,71,Female,Los Angeles,Closed by arrest,2015,10,0
Hispanic,43,Male,Los Angeles,Closed by arrest,2015,10,0
Hispanic,35,Male,Los Angeles,Closed by arrest,2015,10,0
