victim_race,victim_age,victim_sex,city,disposition,year,month,arrest_was_not_made
Black,61,Female,Chicago,Closed by arrest,2010,1,0
Hispanic,27,Male,Chicago,Open/No arrest,2010,1,1
Black,49,Male,Chicago,Open/No arrest,2010,1,1
Black,21,Male,Chicago,Closed by arrest,2010,1,0
Hispanic,17,Male,Chicago,Closed by arrest,2010,1,0
Hispanic,20,Male,Chicago,Open/No arrest,2010,1,1
Black,48,Male,Chicago,Open/No arrest,2010,1,1
Black,30,Male,Chicago,Closed by arrest,2010,1,0
Black,28,Female,Chicago,Closed by arrest,2010,1,0
Black,52,Female,Chicago,Closed without arrest,2010,1,1
Black,20,Male,Chicago,Open/No arrest,2010,1,1
White,49,Male,Chicago,Closed by arrest,2010,1,0
Black,23,Male,Chicago,Closed by arrest,2010,1,0
Black,31,Male,Chicago,Open/No arrest,2010,1,1
Hispanic,16,Male,Chicago,Closed by arrest,2010,1,0
Hispanic,20,Male,Chicago,Open/No arrest,2010,1,1
Black,18,Male,Chicago,Closed without arrest,2010,1,1
Black,41,Male,Chicago,Open/No arrest,2010,1,1
Black,21,Male,Chicago,Closed by arrest,2010,1,0
Black,17,Male,Chicago,Open/No arrest,2010,1,1
Hispanic,30,Female,Chicago,Closed by arrest,2010,1,0
Black,24,Male,Chicago,Closed by arrest,2010,1,0
Black,17,Male,Chicago,Open/No arrest,2010,2,1
Black,44,Female,Chicago,Open/No arrest,2010,2,1
Black,18,Male,Chicago,Closed by arrest,2010,2,0
Black,28,Male,Chicago,Open/No arrest,2010,2,1
Black,23,Male,Chicago,Closed by arrest,2010,2,0
Black,52,Male,Chicago,Closed by arrest,2010,2,0
Black,29,Male,Chicago,Open/No arrest,2010,2,1
Black,33,Male,Chicago,Closed by arrest,2010,2,0
Hispanic,25,Male,Chicago,Open/No arrest,2010,2,1
Black,24,Male,Chicago,Open/No arrest,2010,2,1
Hispanic,29,Male,Chicago,Closed by arrest,2010,2,0
Black,20,Male,Chicago,Closed by arrest,2010,2,0
Black,25,Male,Chicago,Open/No arrest,2010,2,1
Black,45,Male,Chicago,Closed by arrest,2010,2,0
Hispanic,1,Female,Chicago,Closed by arrest,2010,2,0
Hispanic,2,Male,Chicago,Closed by arrest,2010,2,0
Black,32,Male,Chicago,Open/No arrest,2010,2,1
Hispanic,16,Male,Chicago,Closed by arrest,2010,2,0
Black,25,Male,Chicago,Open/No arrest,2010,2,1
Black,15,Male,Chicago,Closed by arrest,2010,2,0
Black,55,Male,Chicago,Closed by arrest,2010,2,0
Hispanic,19,Male,Chicago,Closed by arrest,2010,2,0
Hispanic,22,Female,Chicago,Closed without arrest,2010,3,1
Hispanic,20,Male,Chicago,Open/No arrest,2010,3,1
Black,35,Male,Chicago,Closed by arrest,2010,3,0
Black,22,Male,Chicago,Open/No arrest,2010,3,1
Black,36,Male,Chicago,Open/No arrest,2010,3,1
Black,18,Male,Chicago,Open/No arrest,2010,3,1
Black,21,Male,Chicago,Closed without arrest,2010,3,1
Black,31,Male,Chicago,Closed by arrest,2010,3,0
Black,23,Male,Chicago,Open/No arrest,2010,3,1
Black,29,Male,Chicago,Open/No arrest,2010,3,1
Black,22,Male,Chicago,Closed by arrest,2010,3,0
White,25,Male,Chicago,Open/No arrest,2010,3,1
Hispanic,15,Male,Chicago,Closed by arrest,2010,3,0
Black,39,Male,Chicago,Open/No arrest,2010,3,1
Black,33,Male,Chicago,Open/No arrest,2010,3,1
Black,37,Male,Chicago,Closed by arrest,2010,3,0
Black,19,Male,Chicago,Closed by arrest,2010,3,0
Black,34,Male,Chicago,Open/No arrest,2010,3,1
Black,21,Male,Chicago,Closed without arrest,2010,3,1
Hispanic,20,Male,Chicago,Open/No arrest,2010,3,1
Black,18,Male,Chicago,Closed by arrest,2010,3,0
Black,20,Male,Chicago,Open/No arrest,2010,3,1
Black,18,Male,Chicago,Open/No arrest,2010,3,1
Black,31,Male,Chicago,Open/No arrest,2010,3,1
Black,20,Male,Chicago,Closed by arrest,2010,3,0
Black,19,Male,Chicago,Closed by arrest,2010,3,0
Hispanic,25,Male,Chicago,Open/No arrest,2010,3,1
Black,23,Male,Chicago,Closed by arrest,2010,3,0
White,35,Male,Chicago,Open/No arrest,2010,3,1
Black,30,Female,Chicago,Closed by arrest,2010,3,0
Black,27,Male,Chicago,Closed by arrest,2010,3,0
Black,16,Male,Chicago,Closed without arrest,2010,4,1
Black,30,Male,Chicago,Open/No arrest,2010,4,1
Black,27,Male,Chicago,Open/No arrest,2010,4,1
Black,16,Male,Chicago,Open/No arrest,2010,4,1
Black,20,Male,Chicago,Open/No arrest,2010,4,1
Black,25,Male,Chicago,Open/No arrest,2010,4,1
Black,32,Male,Chicago,Open/No arrest,2010,4,1
Black,31,Male,Chicago,Closed by arrest,2010,4,0
White,38,Male,Chicago,Closed by arrest,2010,4,0
Black,49,Male,Chicago,Closed by arrest,2010,4,0
Black,17,Male,Chicago,Closed by arrest,2010,4,0
Black,18,Male,Chicago,Open/No arrest,2010,4,1
Black,27,Male,Chicago,Open/No arrest,2010,4,1
Black,57,Female,Chicago,Open/No arrest,2010,4,1
Black,16,Female,Chicago,Closed by arrest,2010,4,0
Black,3,Female,Chicago,Closed by arrest,2010,4,0
Black,19,Female,Chicago,Closed by arrest,2010,4,0
Black,1,Male,Chicago,Closed by arrest,2010,4,0
Black,43,Male,Chicago,Open/No arrest,2010,4,1
Black,23,Female,Chicago,Open/No arrest,2010,4,1
Black,21,Male,Chicago,Open/No arrest,2010,4,1
Black,20,Male,Chicago,Open/No arrest,2010,4,1
Black,29,Male,Chicago,Open/No arrest,2010,4,1
Black,18,Male,Chicago,Open/No arrest,2010,4,1
Black,19,Male,Chicago,Closed without arrest,2010,4,1
Hispanic,22,Male,Chicago,Closed without arrest,2010,4,1
Hispanic,79,Female,Chicago,Closed without arrest,2010,4,1
Black,30,Male,Chicago,Open/No arrest,2010,4,1
Black,38,Male,Chicago,Open/No arrest,2010,4,1
Black,25,Male,Chicago,Open/No arrest,2010,4,1
Black,21,Male,Chicago,Open/No arrest,2010,4,1
Black,33,Male,Chicago,Open/No arrest,2010,4,1
Black,21,Male,Chicago,Open/No arrest,2010,4,1
Black,33,Male,Chicago,Closed without arrest,2010,4,1
Black,29,Male,Chicago,Open/No arrest,2010,4,1
Black,25,Male,Chicago,Closed without arrest,2010,4,1
Black,23,Male,Chicago,Closed without arrest,2010,4,1
Black,23,Male,Chicago,Closed without arrest,2010,4,1
Black,1,Female,Chicago,Closed by arrest,2010,4,0
Hispanic,35,Male,Chicago,Open/No arrest,2010,4,1
Black,27,Male,Chicago,Open/No arrest,2010,4,1
Black,21,Male,Chicago,Open/No arrest,2010,4,1
Black,30,Male,Chicago,Open/No arrest,2010,4,1
Black,38,Male,Chicago,Open/No arrest,2010,4,1
Black,35,Male,Chicago,Open/No arrest,2010,4,1
Black,23,Male,Chicago,Open/No arrest,2010,4,1
Black,16,Male,Chicago,Open/No arrest,2010,4,1
Black,57,Female,Chicago,Closed by arrest,2010,5,0
Black,29,Female,Chicago,Open/No arrest,2010,5,1
Black,25,Male,Chicago,Closed without arrest,2010,5,1
Hispanic,44,Male,Chicago,Closed without arrest,2010,5,1
Hispanic,42,Male,Chicago,Closed without arrest,2010,5,1
Black,29,Male,Chicago,Open/No arrest,2010,5,1
Black,22,Female,Chicago,Closed without arrest,2010,5,1
Black,26,Male,Chicago,Open/No arrest,2010,5,1
Black,20,Male,Chicago,Open/No arrest,2010,5,1
Black,29,Male,Chicago,Open/No arrest,2010,5,1
Black,28,Male,Chicago,Open/No arrest,2010,5,1
Black,26,Male,Chicago,Open/No arrest,2010,5,1
Black,19,Male,Chicago,Open/No arrest,2010,5,1
Black,20,Male,Chicago,Open/No arrest,2010,5,1
Black,29,Female,Chicago,Closed by arrest,2010,5,0
Hispanic,42,Male,Chicago,Open/No arrest,2010,5,1
Hispanic,29,Female,Chicago,Closed without arrest,2010,5,1
Hispanic,34,Male,Chicago,Closed without arrest,2010,5,1
Black,44,Male,Chicago,Open/No arrest,2010,5,1
Hispanic,42,Male,Chicago,Closed by arrest,2010,5,0
Hispanic,34,Male,Chicago,Closed by arrest,2010,5,0
Hispanic,28,Male,Chicago,Closed by arrest,2010,5,0
Black,30,Male,Chicago,Open/No arrest,2010,5,1
Black,31,Male,Chicago,Open/No arrest,2010,5,1
Black,30,Male,Chicago,Closed by arrest,2010,5,0
Black,30,Male,Chicago,Closed without arrest,2010,5,1
White,41,Male,Chicago,Open/No arrest,2010,5,1
Black,25,Female,Chicago,Closed by arrest,2010,5,0
Hispanic,35,Male,Chicago,Open/No arrest,2010,5,1
Black,25,Male,Chicago,Open/No arrest,2010,5,1
Black,39,Male,Chicago,Open/No arrest,2010,5,1
Black,29,Male,Chicago,Open/No arrest,2010,5,1
Black,24,Male,Chicago,Open/No arrest,2010,5,1
Black,30,Male,Chicago,Open/No arrest,2010,5,1
Black,17,Male,Chicago,Open/No arrest,2010,5,1
Black,29,Male,Chicago,Closed without arrest,2010,5,1
Black,51,Male,Chicago,Closed by arrest,2010,5,0
White,23,Male,Chicago,Open/No arrest,2010,5,1
Black,20,Female,Chicago,Open/No arrest,2010,5,1
Hispanic,39,Male,Chicago,Open/No arrest,2010,5,1
Black,19,Male,Chicago,Closed by arrest,2010,5,0
Black,27,Male,Chicago,Closed by arrest,2010,5,0
Hispanic,19,Male,Chicago,Closed by arrest,2010,5,0
Hispanic,19,Male,Chicago,Closed by arrest,2010,5,0
Hispanic,18,Male,Chicago,Closed by arrest,2010,5,0
Black,25,Male,Chicago,Closed without arrest,2010,5,1
Hispanic,20,Male,Chicago,Open/No arrest,2010,5,1
Black,30,Male,Chicago,Closed without arrest,2010,6,1
Black,30,Male,Chicago,Open/No arrest,2010,6,1
Black,15,Male,Chicago,Closed by arrest,2010,6,0
Black,22,Male,Chicago,Closed by arrest,2010,6,0
Black,18,Male,Chicago,Closed without arrest,2010,6,1
Black,47,Female,Chicago,Closed by arrest,2010,6,0
Black,39,Male,Chicago,Open/No arrest,2010,6,1
Black,29,Male,Chicago,Closed without arrest,2010,6,1
Black,18,Male,Chicago,Closed without arrest,2010,6,1
Black,37,Male,Chicago,Open/No arrest,2010,6,1
Black,28,Male,Chicago,Closed by arrest,2010,6,0
Black,28,Male,Chicago,Closed by arrest,2010,6,0
Hispanic,24,Male,Chicago,Open/No arrest,2010,6,1
Black,25,Male,Chicago,Closed by arrest,2010,6,0
Black,25,Male,Chicago,Closed by arrest,2010,6,0
White,20,Female,Chicago,Closed by arrest,2010,6,0
Black,21,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,29,Male,Chicago,Closed by arrest,2010,6,0
Hispanic,18,Male,Chicago,Open/No arrest,2010,6,1
Black,15,Male,Chicago,Open/No arrest,2010,6,1
Black,28,Male,Chicago,Open/No arrest,2010,6,1
Black,30,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,22,Male,Chicago,Closed by arrest,2010,6,0
Black,25,Male,Chicago,Open/No arrest,2010,6,1
Black,17,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,24,Male,Chicago,Closed by arrest,2010,6,0
Hispanic,31,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,19,Female,Chicago,Open/No arrest,2010,6,1
Black,17,Male,Chicago,Open/No arrest,2010,6,1
Black,34,Male,Chicago,Open/No arrest,2010,6,1
Black,28,Male,Chicago,Closed by arrest,2010,6,0
Black,45,Male,Chicago,Closed by arrest,2010,6,0
Black,25,Male,Chicago,Closed by arrest,2010,6,0
Black,19,Male,Chicago,Closed without arrest,2010,6,1
Black,20,Male,Chicago,Closed without arrest,2010,6,1
Black,25,Male,Chicago,Open/No arrest,2010,6,1
Black,44,Male,Chicago,Open/No arrest,2010,6,1
Black,28,Male,Chicago,Open/No arrest,2010,6,1
Black,17,Male,Chicago,Open/No arrest,2010,6,1
Black,17,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,31,Male,Chicago,Open/No arrest,2010,6,1
Black,29,Male,Chicago,Open/No arrest,2010,6,1
Black,23,Male,Chicago,Open/No arrest,2010,6,1
Black,43,Female,Chicago,Open/No arrest,2010,6,1
Black,41,Male,Chicago,Open/No arrest,2010,6,1
Black,1,Male,Chicago,Closed by arrest,2010,6,0
Black,22,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,26,Male,Chicago,Open/No arrest,2010,6,1
Hispanic,30,Male,Chicago,Open/No arrest,2010,6,1
Asian,49,Male,Chicago,Closed by arrest,2010,7,0
Black,28,Male,Chicago,Open/No arrest,2010,7,1
Black,22,Male,Chicago,Open/No arrest,2010,7,1
Black,23,Male,Chicago,Open/No arrest,2010,7,1
Black,26,Male,Chicago,Open/No arrest,2010,7,1
Black,34,Male,Chicago,Closed without arrest,2010,7,1
Black,37,Male,Chicago,Open/No arrest,2010,7,1
Black,35,Male,Chicago,Open/No arrest,2010,7,1
Black,18,Male,Chicago,Closed by arrest,2010,7,0
Black,17,Female,Chicago,Closed without arrest,2010,7,1
Black,21,Male,Chicago,Open/No arrest,2010,7,1
Black,46,Male,Chicago,Open/No arrest,2010,7,1
Black,25,Male,Chicago,Open/No arrest,2010,7,1
Black,29,Male,Chicago,Open/No arrest,2010,7,1
Black,32,Male,Chicago,Open/No arrest,2010,7,1
Hispanic,43,Male,Chicago,Closed by arrest,2010,7,0
Black,18,Male,Chicago,Open/No arrest,2010,7,1
Black,73,Female,Chicago,Closed by arrest,2010,7,0
Black,23,Male,Chicago,Closed by arrest,2010,7,0
Black,34,Male,Chicago,Open/No arrest,2010,7,1
Black,16,Male,Chicago,Closed by arrest,2010,7,0
Black,16,Male,Chicago,Closed by arrest,2010,7,0
Black,37,Female,Chicago,Open/No arrest,2010,7,1
Black,28,Male,Chicago,Closed by arrest,2010,7,0
Black,23,Male,Chicago,Closed by arrest,2010,7,0
Black,38,Male,Chicago,Open/No arrest,2010,7,1
Black,1,Male,Chicago,Closed by arrest,2010,7,0
Black,62,Male,Chicago,Closed by arrest,2010,7,0
Black,35,Male,Chicago,Open/No arrest,2010,7,1
Black,19,Male,Chicago,Open/No arrest,2010,7,1
Black,26,Male,Chicago,Open/No arrest,2010,7,1
Black,27,Male,Chicago,Open/No arrest,2010,7,1
Black,19,Male,Chicago,Open/No arrest,2010,7,1
Hispanic,31,Male,Chicago,Open/No arrest,2010,7,1
Black,59,Male,Chicago,Closed by arrest,2010,7,0
Black,20,Male,Chicago,Open/No arrest,2010,7,1
Black,13,Male,Chicago,Closed without arrest,2010,7,1
Black,21,Male,Chicago,Open/No arrest,2010,7,1
Black,26,Male,Chicago,Open/No arrest,2010,7,1
Black,23,Male,Chicago,Open/No arrest,2010,7,1
Black,2,Female,Chicago,Open/No arrest,2010,7,1
Hispanic,21,Male,Chicago,Open/No arrest,2010,7,1
Black,22,Male,Chicago,Open/No arrest,2010,8,1
Black,22,Male,Chicago,Open/No arrest,2010,8,1
Black,20,Male,Chicago,Closed by arrest,2010,8,0
Black,31,Male,Chicago,Open/No arrest,2010,8,1
Black,68,Male,Chicago,Open/No arrest,2010,8,1
Black,25,Male,Chicago,Open/No arrest,2010,8,1
Black,24,Male,Chicago,Open/No arrest,2010,8,1
Black,26,Male,Chicago,Open/No arrest,2010,8,1
Hispanic,39,Male,Chicago,Closed by arrest,2010,8,0
Black,21,Male,Chicago,Open/No arrest,2010,8,1
Black,47,Male,Chicago,Open/No arrest,2010,8,1
Black,15,Male,Chicago,Closed without arrest,2010,8,1
Black,17,Male,Chicago,Closed by arrest,2010,8,0
Black,8,Female,Chicago,Closed by arrest,2010,8,0
Black,30,Male,Chicago,Closed by arrest,2010,8,0
Black,37,Male,Chicago,Open/No arrest,2010,8,1
Black,30,Male,Chicago,Closed by arrest,2010,8,0
Black,29,Female,Chicago,Closed by arrest,2010,8,0
Black,38,Male,Chicago,Open/No arrest,2010,8,1
Black,27,Male,Chicago,Closed by arrest,2010,8,0
Black,27,Male,Chicago,Open/No arrest,2010,8,1
Black,21,Male,Chicago,Closed by arrest,2010,8,0
Hispanic,22,Male,Chicago,Closed by arrest,2010,8,0
White,52,Female,Chicago,Closed by arrest,2010,8,0
Black,18,Male,Chicago,Open/No arrest,2010,8,1
Black,34,Male,Chicago,Open/No arrest,2010,8,1
Black,33,Male,Chicago,Open/No arrest,2010,8,1
Hispanic,16,Male,Chicago,Open/No arrest,2010,8,1
Black,44,Male,Chicago,Closed without arrest,2010,8,1
Hispanic,29,Male,Chicago,Open/No arrest,2010,8,1
Black,28,Female,Chicago,Closed by arrest,2010,8,0
Black,28,Male,Chicago,Open/No arrest,2010,8,1
Black,29,Male,Chicago,Open/No arrest,2010,8,1
Black,18,Male,Chicago,Open/No arrest,2010,8,1
Black,31,Male,Chicago,Closed by arrest,2010,8,0
Hispanic,30,Male,Chicago,Open/No arrest,2010,8,1
Hispanic,27,Male,Chicago,Closed without arrest,2010,8,1
White,72,Male,Chicago,Closed by arrest,2010,8,0
Black,39,Male,Chicago,Open/No arrest,2010,8,1
Hispanic,22,Male,Chicago,Open/No arrest,2010,8,1
Black,30,Male,Chicago,Open/No arrest,2010,8,1
Black,23,Male,Chicago,Open/No arrest,2010,8,1
Black,45,Male,Chicago,Open/No arrest,2010,8,1
Black,33,Male,Chicago,Open/No arrest,2010,8,1
Black,27,Male,Chicago,Open/No arrest,2010,8,1
Black,40,Female,Chicago,Closed by arrest,2010,8,0
Black,21,Male,Chicago,Closed by arrest,2010,8,0
Hispanic,18,Male,Chicago,Open/No arrest,2010,8,1
Hispanic,37,Female,Chicago,Open/No arrest,2010,8,1
Black,52,Male,Chicago,Closed without arrest,2010,8,1
Black,23,Male,Chicago,Open/No arrest,2010,8,1
Black,15,Male,Chicago,Closed by arrest,2010,8,0
Hispanic,24,Male,Chicago,Closed by arrest,2010,8,0
Black,31,Male,Chicago,Open/No arrest,2010,8,1
Hispanic,16,Male,Chicago,Open/No arrest,2010,8,1
Black,18,Male,Chicago,Closed by arrest,2010,8,0
Black,25,Male,Chicago,Open/No arrest,2010,8,1
Black,20,Male,Chicago,Open/No arrest,2010,9,1
Hispanic,24,Male,Chicago,Open/No arrest,2010,9,1
Black,38,Male,Chicago,Open/No arrest,2010,9,1
Black,17,Male,Chicago,Open/No arrest,2010,9,1
Black,23,Female,Chicago,Closed by arrest,2010,9,0
Black,3,Male,Chicago,Closed by arrest,2010,9,0
Hispanic,21,Female,Chicago,Closed by arrest,2010,9,0
Black,16,Male,Chicago,Closed by arrest,2010,9,0
Hispanic,30,Male,Chicago,Open/No arrest,2010,9,1
Black,19,Male,Chicago,Open/No arrest,2010,9,1
White,1,Male,Chicago,Closed by arrest,2010,9,0
Black,21,Male,Chicago,Open/No arrest,2010,9,1
Black,14,Male,Chicago,Closed by arrest,2010,9,0
Hispanic,43,Male,Chicago,Open/No arrest,2010,9,1
Black,53,Female,Chicago,Closed by arrest,2010,9,0
Black,31,Male,Chicago,Open/No arrest,2010,9,1
Black,20,Male,Chicago,Open/No arrest,2010,9,1
Black,21,Male,Chicago,Open/No arrest,2010,9,1
Black,35,Female,Chicago,Open/No arrest,2010,9,1
Black,16,Male,Chicago,Open/No arrest,2010,9,1
Black,53,Male,Chicago,Open/No arrest,2010,9,1
Black,53,Male,Chicago,Closed without arrest,2010,9,1
Black,18,Male,Chicago,Open/No arrest,2010,9,1
White,32,Male,Chicago,Closed by arrest,2010,9,0
Black,23,Male,Chicago,Closed by arrest,2010,9,0
Black,18,Male,Chicago,Open/No arrest,2010,9,1
Black,15,Male,Chicago,Closed by arrest,2010,10,0
Black,38,Male,Chicago,Open/No arrest,2010,10,1
Black,17,Male,Chicago,Closed without arrest,2010,10,1
Black,49,Male,Chicago,Open/No arrest,2010,10,1
Hispanic,28,Male,Chicago,Closed by arrest,2010,10,0
Black,1,Female,Chicago,Closed by arrest,2010,10,0
Black,27,Male,Chicago,Open/No arrest,2010,10,1
Black,30,Male,Chicago,Closed by arrest,2010,10,0
Hispanic,20,Male,Chicago,Closed without arrest,2010,10,1
Hispanic,18,Male,Chicago,Open/No arrest,2010,10,1
Black,2,Female,Chicago,Closed by arrest,2010,10,0
Hispanic,50,Female,Chicago,Closed without arrest,2010,10,1
Black,60,Male,Chicago,Closed by arrest,2010,10,0
Black,38,Male,Chicago,Open/No arrest,2010,10,1
Hispanic,27,Male,Chicago,Open/No arrest,2010,10,1
Black,19,Male,Chicago,Open/No arrest,2010,10,1
Black,22,Male,Chicago,Open/No arrest,2010,10,1
White,59,Male,Chicago,Open/No arrest,2010,10,1
Black,30,Male,Chicago,Closed by arrest,2010,10,0
Black,24,Male,Chicago,Open/No arrest,2010,10,1
Black,15,Male,Chicago,Open/No arrest,2010,10,1
Black,18,Male,Chicago,Open/No arrest,2010,10,1
Black,25,Male,Chicago,Open/No arrest,2010,10,1
Black,33,Male,Chicago,Open/No arrest,2010,10,1
Black,54,Male,Chicago,Open/No arrest,2010,10,1
Hispanic,65,Male,Chicago,Open/No arrest,2010,10,1
Hispanic,23,Male,Chicago,Closed by arrest,2010,10,0
Hispanic,43,Male,Chicago,Open/No arrest,2010,10,1
Black,17,Male,Chicago,Closed by arrest,2010,10,0
White,51,Male,Chicago,Closed by arrest,2010,10,0
Black,19,Male,Chicago,Closed without arrest,2010,10,1
Hispanic,35,Male,Chicago,Open/No arrest,2010,10,1
Black,30,Male,Chicago,Open/No arrest,2010,10,1
Black,18,Male,Chicago,Open/No arrest,2010,10,1
Black,31,Male,Chicago,Open/No arrest,2010,10,1
Black,22,Male,Chicago,Closed by arrest,2010,10,0
White,57,Male,Chicago,Open/No arrest,2010,11,1
Black,18,Male,Chicago,Open/No arrest,2010,11,1
Black,23,Male,Chicago,Closed by arrest,2010,11,0
Black,20,Male,Chicago,Open/No arrest,2010,11,1
Hispanic,18,Male,Chicago,Open/No arrest,2010,11,1
Hispanic,22,Female,Chicago,Closed without arrest,2010,11,1
Black,27,Male,Chicago,Open/No arrest,2010,11,1
Black,54,Male,Chicago,Open/No arrest,2010,11,1
Black,33,Male,Chicago,Open/No arrest,2010,11,1
Black,34,Male,Chicago,Closed without arrest,2010,11,1
Black,25,Male,Chicago,Open/No arrest,2010,11,1
Black,20,Male,Chicago,Open/No arrest,2010,11,1
White,56,Male,Chicago,Closed without arrest,2010,11,1
Black,29,Male,Chicago,Open/No arrest,2010,11,1
Black,31,Male,Chicago,Open/No arrest,2010,11,1
Hispanic,41,Male,Chicago,Open/No arrest,2010,11,1
Black,43,Female,Chicago,Open/No arrest,2010,11,1
Black,17,Male,Chicago,Open/No arrest,2010,11,1
Black,55,Male,Chicago,Open/No arrest,2010,11,1
Black,45,Male,Chicago,Closed by arrest,2010,11,0
White,94,Male,Chicago,Closed by arrest,2010,11,0
Black,19,Male,Chicago,Open/No arrest,2010,11,1
Hispanic,16,Male,Chicago,Open/No arrest,2010,11,1
Black,44,Male,Chicago,Closed by arrest,2010,11,0
White,46,Male,Chicago,Closed by arrest,2010,11,0
White,36,Female,Chicago,Closed by arrest,2010,11,0
Black,18,Male,Chicago,Open/No arrest,2010,11,1
Hispanic,26,Male,Chicago,Open/No arrest,2010,11,1
Black,17,Female,Chicago,Closed by arrest,2010,11,0
Black,11,Female,Chicago,Closed by arrest,2010,11,0
Black,43,Female,Chicago,Closed by arrest,2010,11,0
Black,72,Male,Chicago,Closed by arrest,2010,11,0
Black,22,Male,Chicago,Open/No arrest,2010,12,1
Black,28,Male,Chicago,Closed without arrest,2010,12,1
Black,19,Male,Chicago,Open/No arrest,2010,12,1
Hispanic,17,Male,Chicago,Open/No arrest,2010,12,1
Black,34,Male,Chicago,Open/No arrest,2010,12,1
White,39,Female,Chicago,Open/No arrest,2010,12,1
Black,38,Male,Chicago,Open/No arrest,2010,12,1
Black,16,Male,Chicago,Open/No arrest,2010,12,1
Black,32,Male,Chicago,Open/No arrest,2010,12,1
Hispanic,45,Male,Chicago,Open/No arrest,2010,12,1
Black,23,Male,Chicago,Open/No arrest,2010,12,1
Black,38,Male,Chicago,Open/No arrest,2010,12,1
Black,26,Male,Chicago,Open/No arrest,2010,12,1
Black,23,Male,Chicago,Open/No arrest,2010,12,1
Black,16,Male,Chicago,Open/No arrest,2010,12,1
Black,39,Male,Chicago,Open/No arrest,2010,12,1
Black,26,Male,Chicago,Open/No arrest,2010,12,1
Black,57,Female,Chicago,Open/No arrest,2010,12,1
Hispanic,22,Male,Chicago,Open/No arrest,2010,12,1
Black,18,Male,Chicago,Open/No arrest,2010,12,1
Black,50,Male,Chicago,Closed by arrest,2010,12,0
Hispanic,24,Male,Chicago,Open/No arrest,2010,12,1
Hispanic,34,Male,Chicago,Open/No arrest,2010,12,1
Black,47,Male,Chicago,Closed by arrest,2011,1,0
Black,37,Male,Chicago,Closed without arrest,2011,1,1
Black,39,Male,Chicago,Closed by arrest,2011,1,0
Black,39,Male,Chicago,Closed by arrest,2011,1,0
Black,59,Male,Chicago,Open/No arrest,2011,1,1
Black,23,Male,Chicago,Closed by arrest,2011,1,0
Black,32,Male,Chicago,Open/No arrest,2011,1,1
Black,40,Female,Chicago,Open/No arrest,2011,1,1
Black,42,Male,Chicago,Closed by arrest,2011,1,0
Hispanic,22,Male,Chicago,Open/No arrest,2011,1,1
Black,21,Male,Chicago,Closed by arrest,2011,1,0
Black,22,Male,Chicago,Open/No arrest,2011,1,1
Black,15,Male,Chicago,Open/No arrest,2011,1,1
Hispanic,33,Male,Chicago,Open/No arrest,2011,1,1
Black,38,Male,Chicago,Open/No arrest,2011,1,1
Black,29,Male,Chicago,Open/No arrest,2011,1,1
Hispanic,32,Male,Chicago,Open/No arrest,2011,1,1
Black,42,Male,Chicago,Open/No arrest,2011,1,1
Black,24,Male,Chicago,Open/No arrest,2011,1,1
Black,49,Male,Chicago,Open/No arrest,2011,1,1
Black,54,Male,Chicago,Open/No arrest,2011,1,1
Hispanic,25,Male,Chicago,Closed by arrest,2011,1,0
Black,21,Male,Chicago,Closed by arrest,2011,1,0
Black,52,Male,Chicago,Closed by arrest,2011,1,0
Black,36,Male,Chicago,Open/No arrest,2011,1,1
Black,31,Male,Chicago,Closed without arrest,2011,1,1
Black,43,Male,Chicago,Open/No arrest,2011,1,1
Black,17,Male,Chicago,Open/No arrest,2011,1,1
White,40,Female,Chicago,Closed without arrest,2011,2,1
Hispanic,29,Female,Chicago,Closed without arrest,2011,2,1
Black,25,Male,Chicago,Closed by arrest,2011,2,0
Black,39,Male,Chicago,Closed by arrest,2011,2,0
Black,23,Female,Chicago,Closed by arrest,2011,2,0
Black,21,Female,Chicago,Open/No arrest,2011,2,1
Black,28,Male,Chicago,Open/No arrest,2011,2,1
Black,22,Male,Chicago,Closed by arrest,2011,2,0
Black,56,Male,Chicago,Closed by arrest,2011,2,0
White,1,Male,Chicago,Closed by arrest,2011,2,0
Black,21,Male,Chicago,Closed without arrest,2011,2,1
Black,19,Male,Chicago,Closed by arrest,2011,2,0
Black,24,Male,Chicago,Open/No arrest,2011,2,1
Black,23,Male,Chicago,Open/No arrest,2011,2,1
Black,20,Male,Chicago,Closed by arrest,2011,2,0
Hispanic,23,Male,Chicago,Open/No arrest,2011,2,1
Hispanic,24,Male,Chicago,Closed by arrest,2011,2,0
Black,20,Male,Chicago,Closed by arrest,2011,2,0
Black,26,Male,Chicago,Open/No arrest,2011,2,1
Hispanic,20,Female,Chicago,Open/No arrest,2011,2,1
White,33,Male,Chicago,Closed by arrest,2011,2,0
Hispanic,35,Male,Chicago,Closed by arrest,2011,2,0
Hispanic,37,Male,Chicago,Open/No arrest,2011,2,1
Black,23,Male,Chicago,Open/No arrest,2011,2,1
Black,19,Male,Chicago,Open/No arrest,2011,3,1
Black,19,Male,Chicago,Closed by arrest,2011,3,0
Black,27,Male,Chicago,Open/No arrest,2011,3,1
